id	command_preview	group_id
610	ncat -vlm 5 --ssl --chat 9876	462
611	dig +short which.opendns.com txt @208.67.220.220	463
612	sed -i <file> -re '<start>,<end>d'	464
613	ffmpeg -i video.flv -vn -ar 44100 -ac 2 -ab 192k -f mp3 audio.mp3	465
614	grep . *	466
615	for i in ~/.adobe ~/.macromedia ; do ( rm $i/ -rf ; ln -s /dev/null $i ) ; done	467
616	lsof -i -P | grep -i "listen"	468
617	aptitude purge '~c'	469
618	watch "netstat -plan|grep :80|awk {'print \$5'} | cut -d: -f 1 | sort | uniq -c | sort -nk 1"	470
619	echo -e "Some Text Line1\nSome Text Line 2" | convert -background none -density 196  -resample 72 -u	471
620	DISPLAY=":0.0" import -window root screenshot.png	472
621	define(){ local y="$@";curl -sA"Opera" "http://www.google.com/search?q=define:${y// /+}"|grep -Po '(	473
622	git log --format='%aN' | sort -u	474
623	flight_status() { if [[ $# -eq 3 ]];then offset=$3; else offset=0; fi; curl "http://mobile.flightvie	475
624	ssh -4 -C -c blowfish-cbc	476
625	rename -v 's/.*[s,S](\d{2}).*[e,E](\d{2}).*\.avi/SHOWNAME\ S$1E$2.avi/' poorly.named.file.s01e01.avi	477
626	column -s, -t <tmp.csv	478
627	find ~/.mozilla/firefox/ -type f -name "*.sqlite" -exec sqlite3 {} VACUUM \;	479
628	lsof -Pni4 | grep LISTEN	480
629	find -type f -exec md5sum '{}' ';' | sort | uniq --all-repeated=separate -w 33 | cut -c 35-	481
630	tmpfile=$(mktemp) && echo -e 'startup_message off\nscreen -t top htop\nsplit\nfocus\nscreen -t netho	482
631	PS1="\`if [ \$? = 0 ]; then echo \e[33\;40m\\\^\\\_\\\^\e[0m; else echo \e[36\;40m\\\-\e[0m\\\_\e[36	483
632	wget $URL | htmldoc --webpage -f "$URL".pdf - ; xpdf "$URL".pdf &	484
633	sudo dd if=/dev/zero of=/swapfile bs=1024 count=1024000;sudo mkswap /swapfile; sudo swapon /swapfile	485
634	mv $1 $2 && ln -s $2/$(basename $1) $(dirname $1)	486
635	yes '' | cat -n	487
636	rsync --rsync-path 'sudo rsync' username@source:/folder/ /local/	488
637	mysql --database=dbname -B -N -e "SHOW TABLES"  | awk '{print "ALTER TABLE", $1, "CONVERT TO CHARACT	489
638	tail -1000 /some/file | vim -	490
639	ssh user@host cat /path/to/some/file | xclip	491
640	nmap -sS -P0 -sV -O <target>	492
641	find * -type d -exec mkdir /where/you/wantem/\{\} \;	493
642	alias s='screen -X screen'; s top; s vi; s man ls;	494
643	echo $((0x1fe)) $((033))	495
644	man -t awk | ps2pdf - awk.pdf	496
645	echo 'obase=60;299' | bc	497
646	strace -ff -e trace=file my_command 2>&1 | perl -ne 's/^[^"]+"(([^\\"]|\\[\\"nt])*)".*/$1/ && print'	498
647	cp httpd.conf{,.bk}	499
648	find -L / -samefile /path/to/file -exec ls -ld {} +	500
649	for h in `find /proc/*/fd -ilname "/tmp/Flash*" 2>/dev/null`; do ln -s "$h" `readlink "$h" | cut -d'	501
650	rsync --progress --partial --rsh="ssh -p 8322" --bwlimit=100 --ipv4 user@domain.com:~/file.tgz .	502
651	echo "dear admin, please ban eribsskog" | wall	503
652	echo 213.251.145.96 wikileaks.com >>/etc/hosts	504
653	sudo -K	505
654	printf "%`tput cols`s"|tr ' ' '#'	506
655	wget -qO - http://example.com/path/to/blah.tar.gz | tar xzf -	507
656	vimdiff scp://root@server-foo.com//etc/snmp/snmpd.conf scp://root@server-bar.com//etc/snmp/snmpd.con	508
657	tar cf - <dir>|split -b<max_size>M - <name>.tar.	509
658	chmod -R -x+X *	510
659	env PS4=' ${BASH_SOURCE}:${LINENO}(${FUNCNAME[0]}) ' sh -x /etc/profile	511
660	wget --reject html,htm --accept pdf,zip -rl1 url	512
661	mount -t ntfs-3g -o ro,loop,uid=user,gid=group,umask=0007,fmask=0117,offset=0x$(hd -n 1000000  image	513
662	cat /var/log/secure.log | awk '{print substr($0,0,12)}' | uniq -c | sort -nr | awk '{printf("\n%s ",	514
663	yes "$(seq 232 255;seq 254 -1 233)" | while read i; do printf "\x1b[48;5;${i}m\n"; sleep .01; done	515
664	echo {0..1}{0..1}{0..1}{0..1}	516
665	bind '"\e[24~"':"\"ps -elF;df -h;free -mt;netstat -lnpt;who -a\C-m"""	517
666	tail -f FILE | perl -pe 's/KEYWORD/\e[1;31;43m$&\e[0m/g'	518
667	unset HISTFILE	519
668	clfu-seach <search words>	520
669	startx -- `which Xvfb` :1 -screen 0 800x600x24 && DISPLAY=:1 x11vnc	521
670	sudo firefox -install-global-extension /path/to/add-on	522
671	CTRL+u	523
672	echo -n 'text to be encrypted' | openssl md5	524
673	RETURN~.	525
674	ssh user@host 'mysqldump dbname | gzip' > /path/to/backups/db-backup-`date +%Y-%m-%d`.sql.gz	526
675	MAC=`(date; cat /proc/interrupts) | md5sum | sed -r 's/^(.{10}).*$/\1/; s/([0-9a-f]{2})/\1:/g; s/:$/	527
676	find . -name "*.php" -exec iconv -f ISO-8859-1 -t UTF-8 {} -o ../newdir_utf8/{} \;	528
677	curl -I www.commandlinefu.com	529
678	git commit -m "$(curl -s http://whatthecommit.com/index.txt)";	530
679	qrencode -s 7 -o qr-wifi.png "WIFI:S:$(zenity --entry --text="Network name (SSID)" --title="Create W	531
680	arch	532
681	vi scp://username@host//path/to/somefile	533
682	namei -m $(pwd)	534
683	shopt -s autocd	535
684	exec -a "/sbin/getty 38400 tty7" your_cmd -erase_all_files	536
685	ssh-keygen -R <thehost>	537
686	fuser -v 80/tcp	538
687	du -h /path | sort -h	539
688	find . -type f -printf '%TY-%Tm-%Td %TT %p\n' | sort	540
689	netstat -lantp | grep ESTABLISHED |awk '{print $5}' | awk -F: '{print $1}' | sort -u	541
690	echo $0	542
691	wget http://URL/FILE.tar.gz -O - | tar xfz -	543
692	rename 's/\.jpe?g$/.jpg/i' *	544
693	find ./ -name Thumbs.db -delete	545
694	lsof +L1	546
695	# dd if=/dev/mem bs=1k skip=768 count=256 2>/dev/null | strings -n 8	547
696	xdg-open [path]	548
697	!:1-3	549
698	sudo lsof -u someuser -a +D /etc	550
699	!!:[position]	551
700	lftp -e "mirror -c" http://example.com/foobar/	552
701	:w !curl -F "sprunge=<-" http://sprunge.us | xclip	553
702	ssh root@host1 "cd /somedir/tocopy/ && tar -cf - ." | ssh root@host2 "cd /samedir/tocopyto/ && tar -	554
703	for file in *.flac; do flac -cd "$file" | lame -q 0 --vbr-new -V 0 - "${file%.flac}.mp3"; done	555
704	sudo apt-get -o Acquire::http::Dl-Limit=30 upgrade	556
705	for n in E2 A2 D3 G3 B3 E4;do play -n synth 4 pluck $n repeat 2;done	557
706	grep 'test' somefile | grep -vE '(error|critical|warning)'	558
707	(some_command 2>&1 1>&3 | tee /path/to/errorlog ) 3>&1 1>&2 | tee /path/to/stdoutlog	559
708	awk 'length>72' file	560
709	make -j 4	561
710	svn ls -R | egrep -v -e "\/$" | xargs svn blame | awk '{print $2}' | sort | uniq -c | sort -r	562
711	awk '{print NR": "$0; for(i=1;i<=NF;++i)print "\t"i": "$i}'	563
712	svn diff <file> | vim -R -	564
713	ls | curl -F 'sprunge=<-' http://sprunge.us | xclip	565
714	for k in `git branch|perl -pe s/^..//`;do echo -e `git show --pretty=format:"%Cgreen%ci %Cblue%cr%Cr	566
715	type -all command	567
716	who -b	568
717	egrep -v "^$|^[[:space:]]*#" /etc/some/file	569
718	screen -d -m [<command>]	570
719	detox -r -s utf_8 /path/to/old/win/files/dir	571
720	mkdir -p doc/{text/,img/{wallpaper/,photos/}}	572
721	ssh -fX <user>@<host> <program>	573
722	:g!/\S/d	574
723	lsof +p xxxx	575
724	du --max-depth=1 | sort -r -n | awk '{split("k m g",v); s=1; while($1>1024){$1/=1024; s++} print int	576
725	cd `pwd -P`	577
726	wget --recursive  --page-requisites --convert-links www.moyagraphix.co.za	578
727	find . -type d -name '.svn' -print0 | xargs -0 rm -rdf	579
728	find . -type f | wc -l	580
729	exec 5<>/dev/tcp/time.nist.gov/13; cat <&5 & cat >&5; exec 5>&-	581
730	top -p $(pgrep -d , foo)	582
731	ctrl+w	583
732	lsmod | awk 'BEGIN{print "digraph{"}{split($4, a, ","); for (i in a) print $1, "->", a[i]}END{print 	584
733	echo "export LESS_TERMCAP_mb=$'\E[01;31m'" >> ~/.bashrc	585
734	!ssh:p	586
735	manswitch () { man $1 | less -p "^ +$2"; }	587
736	compgen -c | sort -u > commands	588
737	cd <directory>; touch ./-i	589
738	while [ /bin/true ]; do OLD=$NEW; NEW=`cat /proc/net/dev | grep eth0 | tr -s ' ' | cut -d' ' -f "3 1	590
739	du -hs */ | sort -hr | head	591
740	!$	592
741	ethtool -p eth0	593
742	j=0;while true; do let j=$j+1; for i in $(seq 0 20 100); do echo $i;sleep 1; done | dialog --gauge "	594
743	check(){ curl -sI $1 | sed -n 's/Location: *//p';}	595
744	yt () mplayer -fs -quiet $(youtube-dl -g "$1")	596
745	openssl rand -hex 6 | sed 's/\(..\)/\1:/g; s/.$//'	597
746	@reboot <yourscript.sh>	598
747	echo "uptime" | pee "ssh host1" "ssh host2" "ssh host3"	599
748	while true; do inotifywait -r -e MODIFY dir/ && make; done;	600
749	zenity --list --width 500 --height 500 --column 'radio' --column 'url' --print-column 2 $(curl -s ht	601
750	killall -INFO dd	602
751	for i in {1..254}; do ping -c 1 -W 1 10.1.1.$i | grep 'from'; done	603
752	dd bs=1k if=image.nrg of=image.iso skip=300	604
753	lsof -r 2 -p PID -i -a	605
754	rsync --progress file1 file2	606
755	perl -le 'print $!+0, "\t", $!++ for 0..127'	607
756	find . -type f -exec sed -i s/oldstring/newstring/g {} +	608
757	pwgen -Bs 10 1	609
758	function man2pdf(){ man -t ${1:?Specify man as arg} | ps2pdf -dCompatibility=1.3 - - > ${1}.pdf; }	610
759	for c in `seq 0 255`;do t=5;[[ $c -lt 108 ]]&&t=0;for i in `seq $t 5`;do echo -e "\e[0;48;$i;${c}m||	611
760	echo $PATH | tr \: \\n	612
761	exiftool '-Directory<DateTimeOriginal' -d %Y/%m/%d dir	613
762	tail -F file	614
763	man ls | col -b > ~/Desktop/man_ls.txt	615
764	curl -s http://checkip.dyndns.org/ | grep -o "[[:digit:].]\+"	616
765	ifstat -nt	617
766	sed 's/\o0/\n/g' /proc/INSERT_PID_HERE/environ	618
767	( cat badfile.log ; tac badfile.log | tac ) > goodfile.log	619
768	sudo cat /dev/vcs1 | fold -w 80	620
769	curl dict://dict.org/d:something	621
770	diff <(ssh alice cat /etc/apt/sources.list) <(ssh bob cat /etc/apt/sources.list)	622
771	Ctrl+S Ctrl+Q	623
772	< /path/to/file.txt grep foo	624
773	base64 -d <<< aHR0cDovL3d3dy50d2l0dGVyc2hlZXAuY29tL3Jlc3VsdHMucGhwP3U9Y29tbWFuZGxpbmVmdQo=	625
774	xvkbd -xsendevent -text "Hello world"	626
775	convert -font -misc-fixed-*-*-*-*-*-*-*-*-*-*-*-* -fill black -draw "text 270,260 \" `cal` \"" testp	627
776	sudo cat /proc/kcore | strings | awk 'length > 20' | less	628
777	sudo dd if=/dev/sda of=/media/disk/backup/sda.backup	629
778	date -d '2 weeks ago Saturday' +%Y-%m-%d	630
779	tcpdump -nn -v -i eth0 -s 1500 -c 1 'ether[20:2] == 0x2000'	631
780	^r in bash begins a reverse-search-history with command completion	632
781	ffmpeg -i video.avi -f mp3 audio.mp3	633
782	last  | grep -v "^$" | awk '{ print $1 }' | sort -nr | uniq -c	634
783	nmap -sP 192.168.1.100-254	635
784	file !$	636
785	netstat -plunt	637
786	: </dev/tcp/127.0.0.1/80	638
787	ps -fC PROCESSNAME	639
788	wget -r -l1 -H -t1 -nd -N -np -A.mp3 -erobots=off [url of website]	640
789	php -S 127.0.0.1:8080	641
790	read && ffmpeg -y -r 1 -t 3 -f video4linux2 -vframes 1 -s sxga -i /dev/video0 ~/webcam-$(date +%m_%d	642
791	soffice --headless -convert-to odt:"writer8" somefile.docx	643
792	hourglass(){ trap 'tput cnorm' 0 1 2 15 RETURN;local s=$(($SECONDS +$1));(tput civis;while (($SECOND	644
793	say() { mplayer "http://translate.google.com/translate_tts?q=$1"; }	645
794	find . -name \*.php -exec php -l "{}" \;	646
795	read -s -p"Password: " USER_PASSWORD_VARIABLE; echo	647
796	watch vmstat -sSM	648
797	ff() { local IFS='|'; grep -rinE "$*" . ; }	649
798	sleep 3s && espeak "wake up, you bastard" 2>/dev/null	650
799	<ESC> v	651
800	echo "uptime" | tee >(ssh host1) >(ssh host2) >(ssh host3)	652
801	history | awk '{a[$2]++}END{for(i in a){print a[i] " " i}}' | sort -rn | head > /tmp/cmds | gnuplot 	653
802	pkill -x firefox	654
803	export PS1="C:\$( pwd | sed 's:/:\\\\\\:g' )\\> "	655
804	mkisofs -J -allow-lowercase -R -V "OpenCD8806" -iso-level 4 -o OpenCD.iso ~/OpenCD	656
805	ruler() { for s in '....^....|' '1234567890'; do w=${#s}; str=$( for (( i=1; $i<=$(( ($COLUMNS + $w)	657
806	xvkbd -xsendevent -text $(date +%Y%m%d)	658
807	curl -u twitter-username -d status="Hello World, Twitter!" -d source="cURL" http://twitter.com/statu	659
808	path_stripped_programname="${0##*/}"	660
809	trash <file>	661
810	stty sane	662
811	wget -q -O - `youtube-dl -b -g $url`| ffmpeg -i - -f mp3 -vn -acodec libmp3lame -| mpg123  -	663
812	sitepass() { echo -n "$@" |  md5sum | sha1sum | sha224sum | sha256sum | sha384sum | sha512sum | gzip	664
813	Ctrl-R <search-text>	665
814	diff <(ssh server01 'cd config; find . -type f -exec md5sum {} \;| sort -k 2') <(ssh server02 'cd co	666
815	rename -v 's/ /_/g' *	667
816	echo "${PATH//:/$'\n'}"	668
817	rsync -az /home/user/test user@sshServer:/tmp/	669
818	find . -empty -type d -exec rmdir {} +	670
819	wajig large	671
820	watch -n 1 "netstat -tpanl | grep ESTABLISHED"	672
821	sudo killall -9 pulseaudio; pulseaudio >/dev/null 2>&1 &	673
822	curl -u username -o bookmarks.xml https://api.del.icio.us/v1/posts/all	674
823	while true; do [ "$(ping -c1W1w1 server-or-ip.com | awk '/received/ {print $4}')" != 1 ] && beep; sl	675
824	netstat -ntu | awk '{print $5}' | cut -d: -f1 | sort | uniq -c | sort -n	676
825	seq 50| awk 'BEGIN {a=1; b=1} {print a; c=a+b; a=b; b=c}'	677
826	convert -colors 256 -resize 16x16 face.jpg face.ppm && ppmtowinicon -output favicon.ico face.ppm	678
827	sudo dmidecode --type 17 | more	679
828	firefox -no-remote -P	680
829	git commit --amend	681
830	sort -nt . -k 1,1 -k 2,2 -k 3,3 -k 4,4	682
831	sudo dmidecode | grep Serial\ Number | head -n1	683
832	rsync --partial --progress --rsh=ssh SOURCE DESTINATION	684
833	cat .ssh/id_rsa.pub | ssh hostname 'cat >> .ssh/authorized_keys'	685
834	yes "$(seq 232 255;seq 254 -1 233)" | while read i; do printf "\x1b[48;5;${i}m\n"; sleep .01; done	686
835	t2s() { wget -q -U Mozilla -O $(tr ' ' _ <<< "$1"| cut -b 1-15).mp3 "http://translate.google.com/tra	687
836	function google { Q="$@"; GOOG_URL='https://www.google.de/search?tbs=li:1&q='; AGENT="Mozilla/4.0"; 	688
837	ps axu | grep [a]pache2	689
838	<ctrl+e> <esc+t>	690
839	pscp -h hosts.txt -l username /etc/hosts /tmp/hosts	691
840	ssh  -t remotebox "tail -f /var/log/remote.log"	692
841	t=$(df|awk 'NR!=1{sum+=$2}END{print sum}');sudo du / --max-depth=1|sed '$d'|sort -rn -k1 | awk -v t=	693
842	du -h --max-depth=1 |sort -rh	694
843	shopt -s histverify	695
844	convert -resize '1024x600^' image.jpg small-image.jpg	696
845	getent services <<service>>	697
846	oowriter -pt pdf your_word_file.doc	698
847	diffxml() { diff -wb <(xmllint --format "$1") <(xmllint --format "$2"); }	699
848	lsof +D <dirname>	700
849	cls(){ printf "\33[2J";} or, if no printf, cat >cls;<ctrl-v><ctrl+[>[2J<enter><ctrl+d> cls(){ cat cl	701
850	down4me() { wget -qO - "http://www.downforeveryoneorjustme.com/$1" | sed '/just you/!d;s/<[^>]*>//g'	702
851	echo "?????, these are the umlauted vowels I sing to you. Oh, and sometimes ?, but I don't sing that	703
852	gdb -batch -ex "run" -ex "bt" ${my_program} 2>&1 | grep -v ^"No stack."$	704
853	cmp file1 file2	705
854	curl --user login:password -o DeliciousBookmarks.xml -O 'https://api.del.icio.us/v1/posts/all'	706
855	<ctrl+z> bg	707
856	lynx -dump http://www.domain.com | awk '/http/{print $2}'	708
857	sudo arp-scan -I eth0 192.168.1.0/24	709
858	dmidecode -t bios	710
859	echo -ne "<shellcode>" | x86dis -e 0 -s intel	711
860	compgen -A function	712
861	export FIGNORE=.svn	713
862	wget randomfunfacts.com -O - 2>/dev/null | grep \<strong\> | sed "s;^.*<i>\(.*\)</i>.*$;\1;"	714
863	tar jcpf - [sourceDirs] |ssh user@host "cat > /path/to/backup/backupfile.tar.bz2"	715
864	pronounce(){ wget -qO- $(wget -qO- "http://dictionary.reference.com/browse/$@" | grep 'soundUrl' | h	716
865	purple-remote "setstatus?status=away&message=AFK"	717
866	grepp() { [ $# -eq 1 ] && perl -00ne "print if /$1/i" || perl -00ne "print if /$1/i" < "$2";}	718
867	^W-L	719
868	A=1;B=100;X=0;C=0;N=$[$RANDOM%$B+1];until [ $X -eq $N ];do read -p "N between $A and $B. Guess? " X;	720
869	ps aux --sort=%mem,%cpu	721
870	su -- user	722
871	<Shift + W>	723
872	sleeper(){ while `ps -p $1 &>/dev/null`; do echo -n "${2:-.}"; sleep ${3:-1}; done; }; export -f sle	724
873	hdparm -t /dev/sda	725
874	URL="http://www.google.com";curl -L --w "$URL\nDNS %{time_namelookup}s  conn %{time_connect}s  time 	726
875	python -c 'import this'	727
876	ifconfig -a | perl -nle'/(\d+\.\d+\.\d+\.\d+)/ && print $1'	728
877	cat /dev/clipboard; $(somecommand) > /dev/clipboard	729
878	lsof -i	730
879	find . -name "*jpg" -exec jpeginfo -c {} \; | grep -E "WARNING|ERROR"	731
880	cat typescript | perl -pe 's/\e([^\[\]]|\[.*?[a-zA-Z]|\].*?\a)//g' | col -b > typescript-processed	732
881	screen -x	733
882	sudo aptitude purge `dpkg --get-selections | grep deinstall | awk '{print $1}'`	734
883	hwinfo --block --short	735
884	gs -q -sPAPERSIZE=letter -dNOPAUSE -dBATCH -sDEVICE=pdfwrite -sOutputFile=out.pdf `ls *.pdf`	736
885	somecommand 2>&1 >> logfile | tee -a logfile	737
886	for i in *.html ; do mv $i ${i%.html}.htm ; done	738
887	sed -i 8d ~/.ssh/known_hosts	739
888	:r !command	740
889	find . -type l ! -exec test -e {} \; -print	741
890	while [ ! -f /tmp/stop ]; do ssh -o ExitOnForwardFailure=yes -R 2222:localhost:22 target "while nc -	742
891	fuser [portnumber]/[proto]	743
892	tar czv file1 file2 folder1 | ssh user@server tar zxv -C /destination	744
893	svn status |grep '\?' |awk '{print $2}'| xargs svn add	745
894	while true; do printf "\e[38;5;$(($(od -d -N 2 -A n /dev/urandom)%$(tput colors)))m.\e[0m"; done	746
895	Ctrl + Alt	747
896	sudo tune2fs -l $(df -h / |(read; awk '{print $1; exit}')) | grep -i created	748
897	ps -eo pid,lstart,cmd	749
898	screen -D -R	750
899	command <<< word	751
900	for i in {1..30}; do  ping -t $i -c 1 google.com; done | grep "Time to live exceeded"	752
901	sudo dmidecode | grep Product	753
902	tar -xaf archive.tar.gz --strip-components=1	754
903	awk '{gsub("foo","bar",$5)}1' file	755
904	while inotifywait -e modify /tmp/myfile; do firefox; done	756
905	var='123456789'; echo ${var:<start_pos>:<offset>}	757
906	while true ; do nc -l 80  < index.html ; done	758
907	ssh -f -L3389:<RDP_HOST>:3389 <SSH_PROXY> "sleep 10" && rdesktop -T'<WINDOW_TITLE>' -uAdministrator 	759
908	apt-get install `ssh root@host_you_want_to_clone "dpkg -l | grep ii" | awk '{print $2}'`	760
909	ssh user@remote-host "DISPLAY=:0.0 import -window root -format png -"|display -format png -	761
910	say(){ mplayer -user-agent Mozilla "http://translate.google.com/translate_tts?tl=en&q=$(echo $* | se	762
911	!!command	763
912	<ALT>+<.> or <ALT>+<NUM>+<.> or <ALT>+<NUM>,<ALT>+<.>	764
913	dpkg -S $( which  ls )	765
914	egrep -i "^[0-9a-f]{4,} .*$*" $(locate CharName.pm) | while read h d; do /usr/bin/printf "\U$(printf	766
915	dd if=/path/inputfile | pv | dd of=/path/outpufile	767
916	Confirm() { read -sn 1 -p "$1 [Y/N]? "; [[ $REPLY = [Yy] ]]; }	768
917	echo $(openssl rand 4 | od -DAn)	769
918	kill -9 -1	770
919	sudo chattr +i <file>	771
920	ssh root@HOST tcpdump -U -s0 -w - 'not port 22' | wireshark -k -i -	772
921	curl -n --ssl-reqd --mail-from "<user@gmail.com>" --mail-rcpt "<user@server.tld>" --url smtps://smtp	773
922	wtf is <acronym>	774
923	:set ff=unix	775
924	url=http://www.youtube.com/watch?v=V5bYDhZBFLA; youtube-dl -b $url; mplayer $(ls ${url##*=}*| tail -	776
925	sed -n '4{p;q}'	777
926	sed -n '4p'	778
927	find . -iname '*.jpg' -exec echo '<img src="{}">' \; > gallery.html	779
928	wget -qO- icanhazip.com	780
929	screen -raAd	781
930	pydoc -p 8888 & gnome-open http://localhost:8888	782
931	ls /usr/bin | xargs whatis | grep -v nothing | less	783
932	<ALT> .	784
933	while true; do echo -ne "$(date)\r"; sleep 1; done	785
934	ssh <host> 'tar -cz /<folder>/<subfolder>' | tar -xvz	786
935	calc(){ awk "BEGIN{ print $* }" ;}	787
936	dd if=/dev/sda | ssh user@server 'dd of=sda.img'	788
937	find /proc -user myuser -maxdepth 1 -type d -mtime +7 -exec basename {} \; | xargs kill -9	789
938	apropos network |more	790
939	echo "vertical text" | grep -o '.'	791
940	rename 's/^/prefix/' *	792
941	<ctrl+j>stty sane<ctrl+j>	793
942	shuf -n1 file.txt	794
943	for x in `jot - 0 2400 25`; do curl "http://www.commandlinefu.com/commands/browse/sort-by-votes/plai	795
944	dos2unix <filenames>	796
945	rsync -rtvu --modify-window=1 --progress /media/SOURCE/ /media/TARGET/	797
946	find -L /proc/*/fd -links 0 2>/dev/null	798
947	ssh -f -N -L 5432:talk.google.com:5222 user@home.network.com	799
948	sed -e's/%\([0-9A-F][0-9A-F]\)/\\\\\x\1/g' | xargs echo -e	800
949	for f in *.flv; do ffmpeg -y -i "$f" -f image2 -ss 10 -vframes 1 -an "${f%.flv}.jpg"; done	801
950	fold -s -w 90 file.txt	802
951	echo '{"json":"obj"}' | python -m simplejson.tool	803
952	grep -i --color=auto	804
953	!}sort	805
954	grep --color=auto -iRnH "$search_word" $directory	806
955	alias timestamp='date "+%Y%m%dT%H%M%S"'	807
956	curl -s http://checkip.dyndns.org | sed 's/[a-zA-Z<>/ :]//g'	808
957	netstat -anp |grep 'tcp\|udp' | awk '{print $5}' | sed s/::ffff:// | cut -d: -f1 | sort | uniq -c | 	809
958	rename .oldextension .newextension *.oldextension	810
959	svn st | cut -c 8- | sed 's/^/\"/;s/$/\"/' | xargs tar -czvf ../backup.tgz	811
960	echo SSBMb3ZlIFlvdQo= | base64 -d	812
961	awk '/pattern1/ && /pattern2/ && !/pattern3/ {print}'	813
962	find /path/to/dir -type f -print0 | xargs -0 rm	814
963	du -x --max-depth=1|sort -rn|awk -F / -v c=$COLUMNS 'NR==1{t=$1} NR>1{r=int($1/t*c+.5); b="\033[1;31	815
964	kpartx -av <image-flat.vmdk>; mount -o /dev/mapper/loop0p1 /mnt/vmdk	816
965	cp foo{,bak}	817
966	hping3 10.0.2.254 --icmp --sign MSGID1 -d 50 -c 1 --file a_file	818
967	curl -s http://www.census.gov/popclock/data/population/world | python -c 'import json,sys;obj=json.l	819
968	<Return>~.	820
969	ruby -ryaml -rjson -e 'puts YAML.dump(JSON.parse(STDIN.read))' < file.json > file.yaml	821
970	ALT-U / ALT-L	822
971	rsync -aHAXxv --numeric-ids --delete --progress -e "ssh -T -c arcfour -o Compression=no -x" user@<so	823
972	perl -e '$|++; while (1) { print " " x (rand(35) + 1), int(rand(2)) }'	824
973	vim -O file1 file2	825
974	watch -n 1 "do foo"	826
975	brew update && brew upgrade `brew outdated`	827
976	while ( nc -l 80 < /file.htm > : ) ; do : ; done &	828
977	cat /proc/PID/limits	829
978	:w !diff -u % -	830
979	tar xfz filename.tar.gz -C PathToDirectory	831
980	seq 9 | sed 'H;g' | awk -v RS='' '{for(i=1;i<=NF;i++)printf("%dx%d=%d%s", i, NR, i*NR, i==NR?"\n":"\	832
981	IFS=$'\n' && for f in `find . -type f -exec md5sum "{}" \;`; do echo $f | sed -r 's/^[^ ]+/Checking:	833
982	multitail -l 'ssh machine1 "tail -f /var/log/apache2/error.log"' -l 'ssh machine2 "tail -f /var/log/	834
983	imgur(){ $*|convert label:@- png:-|curl -F "image=@-" -F "key=1913b4ac473c692372d108209958fd15" http	835
984	pkill -KILL -u username	836
985	rename 's/\d+/sprintf("%04d",$&)/e' *.jpg	837
986	echo "${0%/*}"	838
987	shuf -n1 -e *	839
988	lsmac() { ifconfig -a | sed '/eth\|wl/!d;s/   Link.*HWaddr//' ; }	840
989	ssh -NR 0.0.0.0:2222:127.0.0.1:22 user@jump.host.com	841
990	MIN=10;for ((i=MIN*60;i>=0;i--));do echo -ne "\r$(date -d"0+$i sec" +%H:%M:%S)";sleep 1;done	842
991	find . -type f | awk -F'.' '{print $NF}' | sort| uniq -c | sort -g	843
992	curl -I http://localhost	844
993	:%!xxd	845
994	ssh-keygen -l -f ~/.ssh/known_hosts	846
995	kill -9 `ps -xaw -o state -o ppid | grep Z | grep -v PID | awk '{print $2}'`	847
996	echo rm *.txt	848
997	awk '{ $5=""; print }' file	849
998	curl ifconfig.me	850
999	for i in `seq 0 100`;do timeout 6 dialog --gauge "Install..." 6 40 "$i";done	851
1000	:> file	852
1001	DISPLAY=:0.0 XAUTHORITY=~/.Xauthority notify-send test	853
1002	:%d	854
1003	cat WAR_AND_PEACE_By_LeoTolstoi.txt | tr -cs "[:alnum:]" "\n"| tr "[:lower:]" "[:upper:]" | awk '{h[	855
1004	MIN=1 && for i in $(seq $(($MIN*60)) -1 1); do echo -n "$i, "; sleep 1; done; echo -e "\n\nBOOOM! Ti	856
1005	who loves mum	857
1006	twistd -n web --path .	858
1007	curl -s "http://feeds.delicious.com/v2/json?count=5" | python -m json.tool | less -R	859
1008	find -type f -exec mv {} . \;	860
1009	scp -l10 pippo@serverciccio:/home/zutaniddu/* .	861
1010	gs -sDEVICE=pdfwrite -dCompatibilityLevel=1.4 -dPDFSETTINGS=/screen -dNOPAUSE -dQUIET -dBATCH -sOutp	862
1011	pv /dev/zero|ssh $host 'cat > /dev/null'	863
1012	while [ 1 ]; do banner 'ze missiles, zey are coming! ' | while IFS="\n" read l; do echo "$l"; sleep 	864
1013	cpan -r	865
1014	sed -i '/myexpression/d' /path/to/file.txt	866
1015	dpigs	867
1016	find . -name "whatever.*" -print0 | rsync -av --files-from=- --from0 ./ ./destination/	868
1017	AUTOSSH_POLL=1 autossh -M 21010 hostname -t 'screen -Dr'	869
1018	arecord -q -f cd -r 44100 -c2 -t raw | lame -S -x -h -b 128 - `date +%Y%m%d%H%M`.mp3	870
1019	cat /var/lib/dpkg/info/*.list > /tmp/listin ; ls /proc/*/exe |xargs -l readlink | grep -xvFf /tmp/li	871
1020	yes "$(seq 1 255)" | while read i; do printf "\x1b[48;5;${i}m\n"; sleep .01; done	872
1021	wget -nv http://en.wikipedia.org/wiki/Linux -O- | egrep -o "http://[^[:space:]]*.jpg" | xargs -P 10 	873
1022	tar -cf - /home/user/test | gzip -c | ssh user@sshServer 'cd /tmp; tar xfz -'	874
